id,0
216, work imperfect emiss environment inform industri find solut invas ukrain europ decis seek altern suppli shrink russia global power irrepar
227, germanyinusa abaerbock europ want peac give secur guarante russia agre demimilitaris ukrain neutral statu nato must stop eastward expans threat intern peac secur result mess
230, leak reveal roman abramovich billion dollar trust transfer russia sanction ukrain
243, serbian presid reject call sanction russia
247, russia forc begin temporari ceasefir ukrain reject truce
250, shami european power go relentlessli went napolean hitler though later nuke creat deter henc europ tri make russia bleed militarili occupi ukrain financi russia seem alli economi
251, decis follow sharp rise food price due russia invas ukrain covid pandem russia war ukrain upend breadbasket europ
253, hsbc expect valu averag british home drop central london fall iea chief accus russia worsen europ ga crisi
257, weak pound indic market see uk prospect invas ukrain europ decis seek altern suppli shrink russia global power irrepar
260, world forecast us sort mess year emerg stronger crisi europ fuck eastern europ less pain west russia breakup australia stay corner chill rest world realli count
262, brussel see climat chang existenti threat joe biden want prioritis job europ battl secur steel follow russia invas ukrain
264, custom data suggest demand beij new delhi larg offset loss sale europ russia resum partial ga flow europ nord stream
267, bunti hungarybas sound like problem russia though least everyon learn histori europ
269, intern commun must realiz russia peac maker prolong conflict south caucasu reliabl actor anymor
270, andrei martyanov long take europ recov russia via youtub
273, cautious upbeat look ukrain economi prospect year gdp fall para hundr plant evacu russian occupi zone summer look weird
274, hungarybas ye everi civilis nation get lot involv hungari pay highest price europ ga feel satellit state russia
279, republ relat rip mean russia ukrain syria europ world war trump usa insult black race state muslim stone pelt armi recruit state revolt iran girl insult mob rescu prevent eu putin disagre energi agre
280, abelscott never said support russia clearli said europ problem deal
284, russia size power geograph proxim baltic nordic state mean never dismiss domin potenti aggress actor region
286, christogrozev interest flag choic consid russia like manufactur immigr crise europ
289, loveukrain opium smoker newvoiceukrain ye that geopolit us tell uk europ putin ukrain fair work like intern affair rememb also west prevent russia join eu nato viceversa
301, thief night apocalyps distant thunder thief night part portug switzerland norway germani uk itali luxembourg ue greec czech argentina finland russia denmark poland europ bulgaria slovakia spain austria sweden franc
306, crypto dutchi kyivindepend russia economi alreadi fall littl debt found opportun sell oil natur ga compani outsid europ europ actual kept buy last year europ purchas go basic zero demand
308, new tether type uav test complex manufactur trial oper smo zone russia ukrain russian russianukrainianwar russian israel kherson donetsk donba europ odessa bakhmut russianukrainianwar russian russianarmi
310, palaskl nexta tv germani piss central eastern europ regard russia poland piss german cleareanc anyway poland acquir new tank licens south korea new tank us
311, devilsbal exactli everywher europ everywher world czechia peopl persecut doctor pandem root russia
315, campbellclaret hungari block approv new eu packag financi aid ukrain worth billion kyiv author urgent need cover balloon state deficit keep economi run backdrop russia invas
319, insan ukrain ukrain must seiz europ biggest nuclear power plant back russia forc effort establish secur zone around evapor kyiv top nuclear offici say via bpolit
324, south africa increas coal export europ replac miss volum russia
326, belaru invad ukrain would ad belaruss mistak miseri would better join europ belaru tractor sell russia buy china stabl societi follow peac
327, andrei martyanov long take europ recov russia via youtub
341, jimshor euromov european union prohibit russian crude oil import sea set bloc phase oil import russia huge move given europ receiv roughli third oil import russia
344, miki bg mak nafo fella littl problem stori elect russian lover govern free chose russia europ live consequ decis know action reaction
345, taranq julianroepck everyth maidan consid russian econom cultur polit occup exactli organ maidan want coloni russia want decid destini europ geograph
347, hope u cut tie germani eastern europ russia germani eat bag bratwurst theyr pimp theyd fuck mind young peopl extort sex money
349, whether putin smbition go beyond ukrain clear neither suppli line stretch despit measur isol russia econom cut oil incom putin manag surviv till given histori europ rest till end
352, current track tanker carri russian fossil fuel bound europ tanker left russia last hour time europ said russian oil ga oilfuelswar fossilfreerevolut
355, averag number peopl arriv ireland ukrain per day drop almost two third xma period howev increas attack russia could see number rise
357, gerashchenko en think oil ga miner ukrain think much money russia need manipul central europ creat buffer zone poland slovakia czechia hungaria romania serbia bulgaria think annect lit est lot
359, divinelawr macaesbruno inde imperi racism toward global south cancel imperi racism toward eastern europ let compens regular western neoconi let russia regularli invad neighbour
362, first case empor french napolean start conquest europ around manag win make alli europ till rhine treati russia earlier broke invad russia half million long grand arme
370, waqa spaceghostmuga horseshit economi stand chanc outpac russia militarili kleptocrat moscow steal militari develop money russian buy fanci hous boat europ enemi much closer home geniu
371, alexg hungarybas peac russia caus bigger problem europ later mark word
373, comhbha principledprog molotov ribbentrop pact enabl nazi germani attack alli guarante hitler wont second front russia includ secret claus split europ russia nazi germani poland invad nazi week later russia week later
376, opium smoker rdeckard newvoiceukrain doesnt mean war arent attack belaru russia alli us bomb iraq use logist europ give excus luhashenko involv also militari that point
377, vtb bank sent appeal treasuri belgium ministri financ luxembourg obtain licens unlock foreign secur client incom vtbbank vtb belgium luxembourg sanction ukrainewar russia financ asset europ
380, slavoj zizek intern director birkbeck institut human univers london denazif begin home russia radio free europ
381, tippl oryxspioenkop jimbob warmonitor hour pass leopard alreadi game pointless obstinaci german germani foreign polici lead nowher concern concern central europ futur relat russia
383, let never forget nato expans root caus tension eastern europ russia respond threat pose western militari organ nation secur one inch east promis mr gorbachev fool russ warrior
384, xxcoldsteelexx doeni zukosmama nazi liter everi millitari europ beyond well includ russia wagner group name hitler favorit compos neo nazi group rampant gang usual skinhead neonazi russia take ukrain make ukrain less nazi
385, douglacaz alstonkurlelo zukosmama ukrain worst europ object democrat russia
386, let never forget nato expans root caus tension eastern europ russia respond threat pose western militari organ nation secur one inch east promis mr gorbachev fool russ warrior
387, let never forget nato expans root caus tension eastern europ russia respond threat pose western militari organ nation secur one inch east promis mr gorbachev fool russ warrior
388, maggiedidris tell europ continu trade authoritarian putin russia know full well everyth go well exactli money smell putin regim conveni way
392, tell russian cultur
398, un releas report ukrain telecom damag russia reuter
406, hoosier bernad blackrussiantv long readi see russia strike europ us uk
407, jamesbradleyca mandatori stupid say republican sympathis europ let hate democrat blind fact russia invad countri tri genocid st centuri
